"datetime"	"thermo.depth"
2009-08-26 10:00:00	9.38796965396645
2009-08-27 10:00:00	9.47311918361724
2009-08-28 10:00:00	9.45588769859222
2009-08-29 10:00:00	9.49463976253943
2009-08-30 10:00:00	9.60557696214658
2009-08-31 10:00:00	9.62786805105766
2009-09-01 10:00:00	9.65076495047628
2009-09-02 10:00:00	9.68185668403289
2009-09-03 10:00:00	9.71524656380466
2009-09-04 10:00:00	9.74530477920857
2009-09-05 10:00:00	9.75615023524752
2009-09-06 10:00:00	9.79758748005862
2009-09-07 10:00:00	9.79885130296652
2009-09-08 10:00:00	9.81779836039098
2009-09-09 10:00:00	9.82854899676197
2009-09-10 10:00:00	9.85563562495339
2009-09-11 10:00:00	9.89380057529019
2009-09-12 10:00:00	9.93395347630158
2009-09-13 10:00:00	9.87056362965628
2009-09-14 10:00:00	9.91388528271631
2009-09-15 10:00:00	9.84476551489264
2009-09-16 10:00:00	9.96578326787725
2009-09-17 10:00:00	10.0026111646749
2009-09-18 10:00:00	9.84234598440991
2009-09-19 10:00:00	9.88073920400874
2009-09-20 10:00:00	9.8278849277101
2009-09-21 10:00:00	9.88224787413289
2009-09-22 10:00:00	9.89851172477347
2009-09-23 10:00:00	9.85455722205752
2009-09-24 10:00:00	9.88953562306619
2009-09-25 10:00:00	9.82760153262438
2009-09-26 10:00:00	9.83217795269949
2009-09-27 10:00:00	9.82766529624321
2009-09-28 10:00:00	10.2543928124201
2009-09-29 10:00:00	10.584148891477
2009-09-30 10:00:00	11.5550684409563
2009-10-01 10:00:00	12.0396068725305
2009-10-02 10:00:00	12.284174936941
2009-10-03 10:00:00	12.3930221757919
2009-10-04 10:00:00	12.4149660896603
2009-10-05 10:00:00	12.4199073657229
2009-10-06 10:00:00	12.4282167202897
2009-10-07 10:00:00	12.4477414444372
2009-10-08 10:00:00	12.4801681660404
2009-10-09 10:00:00	12.5244099417847
2009-10-10 10:00:00	12.616727181414
2009-10-11 10:00:00	13.7600751671214
2009-10-12 10:00:00	14.0341622619763
2009-10-13 10:00:00	14.0648603634321
2009-10-14 10:00:00	14.0835385179141
2009-10-15 10:00:00	14.0874283540792
2009-10-16 10:00:00	14.1034127942992
2009-10-17 10:00:00	14.1263517393949
2009-10-18 10:00:00	14.1360102293382
2009-10-19 10:00:00	14.4352948319458
2009-10-20 10:00:00	16.5
2009-10-21 10:00:00	16.5
2009-10-22 10:00:00	16.5
2009-10-23 10:00:00	16.5
2009-10-24 10:00:00	16.5
2009-10-25 10:00:00	16.5
2009-10-26 10:00:00	16.5
2009-10-27 10:00:00	16.5
2009-10-28 10:00:00	16.5
2009-10-29 10:00:00	16.5
2009-10-30 10:00:00	16.5
2009-10-31 10:00:00	16.5
2009-11-01 10:00:00	16.5
2009-11-02 10:00:00	NA
2009-11-03 10:00:00	NA
2009-11-04 10:00:00	NA
2009-11-05 10:00:00	NA
2009-11-06 10:00:00	NA
2009-11-07 10:00:00	NA
2009-11-08 10:00:00	NA
2009-11-09 10:00:00	NA
2009-11-10 10:00:00	NA
2009-11-11 10:00:00	NA
2009-11-12 10:00:00	NA
2009-11-13 10:00:00	NA
2009-11-14 10:00:00	NA
2009-11-15 10:00:00	NA
2009-11-16 10:00:00	NA
2009-11-17 10:00:00	NA
