"datetime"	"thermo.depth"
2009-05-02 10:00:00	7.54395369569303
2009-05-03 10:00:00	7.48813621010524
2009-05-04 10:00:00	7.25972195611914
2009-05-05 10:00:00	4.58525900881344
2009-05-06 10:00:00	6.87827474237662
2009-05-07 10:00:00	2.38693559165142
2009-05-08 10:00:00	2.80795479625513
2009-05-09 10:00:00	4.02183042420945
2009-05-10 10:00:00	3.97280650156511
2009-05-11 10:00:00	4.26351614328223
2009-05-12 10:00:00	4.39860913279491
2009-05-13 10:00:00	5.83644687111975
2009-05-14 10:00:00	6.59816928915893
2009-05-15 10:00:00	6.67933881557308
2009-05-16 10:00:00	6.68387786498658
2009-05-17 10:00:00	7.57454718818489
2009-05-18 10:00:00	7.63400072181264
2009-05-19 10:00:00	7.8378476211376
2009-05-20 10:00:00	8.31022940083419
2009-05-21 10:00:00	8.5390036064482
2009-05-22 10:00:00	9.06296304871486
2009-05-23 10:00:00	8.46830393565249
2009-05-24 10:00:00	8.5955847414341
2009-05-25 10:00:00	8.80511502714125
2009-05-26 10:00:00	7.84020454628619
2009-05-27 10:00:00	8.30419130828683
2009-05-28 10:00:00	9.08685641843222
2009-05-29 10:00:00	7.14205204014465
2009-05-30 10:00:00	7.36683209250484
2009-05-31 10:00:00	9.16795510717856
2009-06-01 10:00:00	7.42087591534693
2009-06-02 10:00:00	7.61951259392673
2009-06-03 10:00:00	7.73621977579804
2009-06-04 10:00:00	7.91031334331762
2009-06-05 10:00:00	7.85078032504859
2009-06-06 10:00:00	7.75103961641619
2009-06-07 10:00:00	7.70055537517542
2009-06-08 10:00:00	7.73160320225663
2009-06-09 10:00:00	7.89766460367224
2009-06-10 10:00:00	7.94760864690788
2009-06-11 10:00:00	8.33772614626611
2009-06-12 10:00:00	8.34530069281863
2009-06-13 10:00:00	8.40980728353719
2009-06-14 10:00:00	8.34716857070884
2009-06-15 10:00:00	8.40542231823769
2009-06-16 10:00:00	8.38338069429821
2009-06-17 10:00:00	8.36059755361353
2009-06-18 10:00:00	8.3107114985779
2009-06-19 10:00:00	8.32655823525388
2009-06-20 10:00:00	8.31149407465295
2009-06-21 10:00:00	8.34148400731146
2009-06-22 10:00:00	8.35616223474219
2009-06-23 10:00:00	8.28839003842582
2009-06-24 10:00:00	8.29819296303361
2009-06-25 10:00:00	8.13446484129157
2009-06-26 10:00:00	8.01044591912853
2009-06-27 10:00:00	7.95095051484375
2009-06-28 10:00:00	8.17472262761714
2009-06-29 10:00:00	8.05029659448377
2009-06-30 10:00:00	8.18863206037531
2009-07-01 10:00:00	8.19504966189112
2009-07-02 10:00:00	8.10868558692504
2009-07-03 10:00:00	8.05503295085649
2009-07-04 10:00:00	6.8570866717565
2009-07-05 10:00:00	6.84735855860841
2009-07-06 10:00:00	6.96590710996576
2009-07-07 10:00:00	8.19655946423372
2009-07-08 10:00:00	6.91225528867401
2009-07-09 10:00:00	6.85930890073213
2009-07-10 10:00:00	7.19450386900433
2009-07-11 10:00:00	7.20719191003033
2009-07-12 10:00:00	6.97417956277731
2009-07-13 10:00:00	6.89902722479872
2009-07-14 10:00:00	7.13339768308763
2009-07-15 10:00:00	7.29981184900144
2009-07-16 10:00:00	7.54438964268894
2009-07-17 10:00:00	7.600919240719
2009-07-18 10:00:00	7.6611443626972
2009-07-19 10:00:00	7.73727023283894
2009-07-20 10:00:00	7.78316961114241
2009-07-21 10:00:00	7.86923520539936
2009-07-22 10:00:00	8.2998561808252
2009-07-23 10:00:00	8.28474409674165
2009-07-24 10:00:00	8.23861008981801
2009-07-25 10:00:00	8.30692239350227
2009-07-26 10:00:00	8.30441974359245
2009-07-27 10:00:00	8.15705738418501
2009-07-28 10:00:00	8.18626300041483
2009-07-29 10:00:00	8.24978304495252
2009-07-30 10:00:00	8.22423928215878
2009-07-31 10:00:00	8.20196123536378
2009-08-01 10:00:00	8.09151421299829
2009-08-02 10:00:00	8.48740573987529
2009-08-03 10:00:00	8.5711077488228
2009-08-04 10:00:00	8.57008612099311
2009-08-05 10:00:00	8.55067394681948
2009-08-06 10:00:00	8.58600777565044
2009-08-07 10:00:00	8.60041561474991
2009-08-08 10:00:00	8.61942521128791
2009-08-09 10:00:00	8.64680949476389
2009-08-10 10:00:00	8.64423908850117
2009-08-11 10:00:00	8.65735396059306
2009-08-12 10:00:00	8.63022239605735
2009-08-13 10:00:00	8.66717588974912
2009-08-14 10:00:00	8.71070276892227
2009-08-15 10:00:00	8.71973419261642
2009-08-16 10:00:00	8.74222283043574
2009-08-17 10:00:00	8.71366374047971
2009-08-18 10:00:00	8.75960680950586
2009-08-19 10:00:00	8.75733680689652
2009-08-20 10:00:00	8.67456657004722
2009-08-21 10:00:00	8.75634143236126
2009-08-22 10:00:00	8.77684625014945
2009-08-23 10:00:00	8.95169342793204
2009-08-24 10:00:00	9.29117817115129
2009-08-25 10:00:00	9.33022349385498
